YMR056C	P04710	S000004660
YOR009W	Q12218	S000005535
YLR136C	P47977	S000004126
YPR074C	P23254	S000006278
YBR117C	P33315	S000000321
YDR468C	Q03322	S000002876
YOL018C	Q08144	S000005378
YLR327C	Q06177	S000004319
YIL137C	P40462	S000001399
YOR252W	Q08687	S000005778
YDL110C	Q12513	S000002268
YKL056C	P35691	S000001539
YER007C-A	P89886	S000002957
YJR014W	P47089	S000003775
YMR269W	Q03525	S000004882
YOR091W	Q12000	S000005617
YDR117C	Q04600	S000002524
YLR262C-A	Q3E764	S000007246
YOR052C	Q08422	S000005578
YDR107C	Q04562	S000002514
YER113C	P40071	S000000915
YDR105C	Q12116	S000002512
YER175C	P32643	S000000977
YGR260W	P53322	S000003492
YOR194C	P32773	S000005720
YKL058W	P32774	S000001541
YBL054W	P34219	S000000150
YNL273W	P53840	S000005217
YKR010C	Q02208	S000001718
YER184C	P39961	S000000986
YJL093C	P40310	S000003629
YDR457W	Q03280	S000002865
YGR082W	P35180	S000003314
YNL131W	P49334	S000005075
YMR203W	P23644	S000004816
YPR133W-A	P80967	S000006433
YOR045W	P33448	S000005571
YNL121C	P07213	S000005065
YHR117W	P38825	S000001159
YNL070W	P53507	S000005014
YOL006C	P04786	S000005366
YNL088W	P06786	S000005032
YLR234W	P13099	S000004224
YJR066W	P35169	S000003827
YKL203C	P32600	S000001686
YBR162C	P38288	S000000366
YGR221C	P50078	S000003453
YGL179C	P43637	S000003147
YLR183C	Q06266	S000004173
YNL300W	P48560	S000005244
YGL096W	P53147	S000003064
YER049W	P40032	S000000851
YGR096W	P53257	S000003328
YAL016W	P31383	S000000014
YDR050C	P00942	S000002457
YJL164C	P06244	S000003700
YPL203W	P06245	S000006124
YKL166C	P05986	S000001649
YNL079C	P17536	S000005023
YIL138C	P40414	S000001400
YGL186C	P53099	S000003154
YLL028W	Q07824	S000003951
YGR138C	P53283	S000003370
YPR156C	Q06451	S000006360
YOR273C	Q12256	S000005799
YKL174C	P36029	S000001657
YMR156C	Q03796	S000004765
YBR126C	Q00764	S000000330
YDR074W	P31688	S000002481
YMR261C	P38426	S000004874
YOL102C	Q12272	S000005462
YHR099W	P38811	S000001141
YPL176C	Q08919	S000006097
YOR256C	Q08693	S000005782
YNL299W	P48561	S000005243
YMR233W	Q05024	S000004846
YJL129C	P12685	S000003665
YKR050W	P28584	S000001758
YJL087C	P09880	S000003623
YDR120C	P15565	S000002527
YOL093W	Q12400	S000005453
YOL124C	Q12463	S000005484
YNR046W	P53738	S000005329
YML005W	Q04235	S000004464
YOL125W	Q12383	S000005485
YKR056W	P33753	S000001764
YDL112W	Q07527	S000002270
YPL030W	Q02648	S000005951
YHR070W	P38793	S000001112
YBR061C	P38238	S000000265
YMR259C	Q03496	S000004872
YDL201W	Q12009	S000002360
YDR165W	Q03774	S000002572
YML014W	P49957	S000004476
YDR007W	P00912	S000002414
YER090W	P00899	S000000892
YKL211C	P00937	S000001694
YDR354W	P07285	S000002762
YGL026C	P00931	S000002994
YDR353W	P29509	S000002761
YHR106W	P38816	S000001148
YDR407C	Q04183	S000002815
YMR218C	Q03660	S000004831
YBR254C	P38334	S000000458
YDR246W	Q03784	S000002654
YDR472W	Q03337	S000002880
YOR115C	Q99394	S000005641
YGR166W	P32893	S000003398
YDR108W	P46944	S000002515
YLR043C	P22217	S000004033
YGR209C	P22803	S000003441
YCR083W	P25372	S000000679
YKR079C	P36159	S000001787
YML028W	P34760	S000004490
YDR453C	Q04120	S000002861
YBR265W	P38342	S000000469
YER093C	P40061	S000000895
YDL015C	Q99190	S000002173
YBR058C-A	Q3E790	S000007521
YML100W	P38427	S000004566
YDL060W	Q07381	S000002218
YLR435W	Q06672	S000004427
YOR006C	Q12094	S000005532
YOL022C	P25040	S000005382
YKL033W	P36097	S000001516
YJR136C	P47168	S000003897
YML085C	P09733	S000004550
YFL037W	P02557	S000001857
YML124C	P09734	S000004593
YLR212C	P53378	S000004202
YOR187W	P02992	S000005713
YKL034W	P36096	S000001517
YOR251C	Q08686	S000005777
YCR084C	P16649	S000000680
YLR425W	Q06412	S000004417
YDR100W	Q03860	S000002507
YMR071C	Q04767	S000004675
YDR084C	P38962	S000002491
YKR088C	P36164	S000001796
YGR080W	P53250	S000003312
YAR010C	P0CX57	S000000068
YBL005W-A	Q12266	S000002146
YBR012W-A	Q12217	S000002154
YDR098C-A	Q03856	S000007390
YDR170W-A	Q03964	S000007227
YDR210C-C	Q12441	S000007409
YDR261C-C	O74302	S000007394
YDR316W-A	P0CX65	S000007398
YDR365W-A	P0CX70	S000007400
YER137C-A	P0CX71	S000007402
YER159C-A	P0CX66	S000007403
YGR027W-A	Q12085	S000007405
YGR038C-A	Q12485	S000007407
YGR161C-C	P0CX67	S000007367
YHR214C-C	P0C2I4	S000007421
YJR026W	P0CX74	S000003787
YJR028W	P47099	S000003789
YLR035C-B	P0CX68	-
YLR157C-A	P0CX72	S000007373
YLR227W-A	P0CX75	S000007375
YLR256W-A	P0C2I8	S000007377
YML045W-A	Q04706	S000007381
YML040W	P0CX76	S000004504
YMR046C	Q04215	S000004649
YMR051C	P0CX69	S000004654
YNL284C-A	Q12391	S000007386
YNL054W-A	Q12470	S000007384
YOL103W-A	Q92392	S000007349
YOR142W-A	P0CX59	S000007351
YPL257W-A	P0CX73	S000007357
YPR137C-A	P0CX58	S000007359
YPR158W-A	P0CX60	S000007363
YPR158C-C	Q6Q5H1	S000007361
YAR009C	O13527	S000000067
YBL005W-B	Q12490	S000002147
YBR012W-B	Q12193	S000002155
YDR098C-B	Q03855	S000007391
YDR210C-D	Q99231	S000007410
YDR261C-D	Q07793	S000007395
YDR316W-B	P0C2I2	S000007399
YDR365W-B	P0C2I3	S000007401
YER138C	Q03612	S000000940
YER160C	Q03619	S000000962
YGR027W-B	Q12141	S000007406
YGR038C-B	Q12269	S000007408
YGR161C-D	Q12316	S000007368
YHR214C-B	O13535	S000003534
YJR027W	P47098	S000003788
YJR029W	P47100	S000003790
YLR035C-A	Q12088	S000007225
YLR157C-B	P0C2I5	S000007374
YLR227W-B	P0C2I6	S000007376
YLR256W-B	P0C2I7	-
YML045W	Q04711	S000004508
YML039W	Q03434	S000004503
YMR045C	Q04214	S000004648
YMR050C	Q04670	S000004653
YNL284C-B	Q12112	S000007387
YNL054W-B	Q99337	S000007385
YOL103W-B	Q12273	S000007350
YOR142W-B	Q92393	S000007352
YPL257W-B	Q12414	S000007358
YPR137C-B	P0C2I9	S000007360
YPR158W-B	P0C2J0	S000007364
YPR158C-D	P0C2J1	S000007362
YBL100W-A	Q12260	S000002148
YCL020W	P25383	S000000525
YDR034C-C	Q12392	S000007344
YDR210W-A	Q03483	S000007392
YDR261W-A	Q99303	S000007396
YFL002W-B	P0CX61	S000007404
YGR038C-E	P0C2J2	-
YGR161W-A	P0CX62	S000007369
YLR410W-A	P0C2J4	S000007379
YLR424C-B	P0C2J6	-
YOR192C-A	Q12439	S000007353
YOR343W-A	Q12293	S000007355
YBL100W-B	Q12491	S000002149
YCL019W	P25384	S000000524
YDR034C-D	Q12472	S000007345
YDR210W-B	Q03494	S000007393
YDR261W-B	Q07791	S000007397
YFL002W-A	P0CX63	S000002962
YGR038C-D	Q12337	-
YGR161W-B	P0CX64	S000007370
YLR410W-B	P0C2J3	S000007380
YLR424C-A	P0C2J5	-
YOR192C-B	Q12113	S000007354
YOR343W-B	Q12501	S000007356
YGR109W-A	Q12173	S000007346
YIL082W	Q99219	S000001344
YGR109W-B	Q99315	S000007347
YIL082W-A	Q7LHG5	S000003537
YHL009W-A	Q6Q5P6	S000007371
YJL114W	P47023	S000003650
YHL009W-B	P0C2J7	S000007372
YJL113W	P47024	S000003649
YPL060C-A	A0A0B7P3V8	S000007388
YCL074W	P25600	S000000579
YCL075W	P25601	S000000580
YOR344C	P33122	S000005871
YBR166C	P20049	S000000370
YGR185C	P36421	S000003417
YPL207W	Q08960	S000006128
YGL050W	P53177	S000003018
YOR295W	Q08747	S000005821
YKL210W	P22515	S000001693
YDR390C	P52488	S000002798
YPR066W	Q99344	S000006270
YHR111W	P38820	S000001153
YDR177W	P21734	S000002584
YOR339C	P52492	S000005866
YLR306W	P52491	S000004297
YDR092W	P52490	S000002499
YBR082C	P15731	S000000286
YDR059C	P15732	S000002466
YER100W	P33296	S000000902
YMR022W	Q02159	S000004624
YEL012W	P28263	S000000738
YDL064W	P50623	S000002222
YLL039C	P0CG63	S000003962
YDL122W	P25037	S000002280
YNL186W	P53874	S000005130
YKR098C	P36026	S000001806
YJL197W	P39538	S000003733
YBL067C	P38187	S000000163
YBR058C	P38237	S000000262
YMR304W	P50101	S000004920
YPL072W	Q02863	S000005993
YOR124C	Q01476	S000005650
YER151C	Q01477	S000000953
YER144C	P39944	S000000946
YFR010W	P43593	S000001906
YIL156W	P40453	S000001418
YMR223W	P50102	S000004836
YER098W	P39967	S000000900
YGR184C	P19812	S000003416
YLR024C	Q07963	S000004014
YBR165W	P38290	S000000369
YML013W	Q04228	S000004475
YDL091C	Q12229	S000002249
YMR067C	P54730	S000004671
YDR330W	Q06682	S000002738
YJL048C	P47049	S000003584
YBR273C	P38349	S000000477
YLR224W	Q05947	S000004214
YGR048W	P53044	S000003280
YDL190C	P54860	S000002349
YKL010C	P33202	S000001493
YOR075W	P41834	S000005601
YML088W	Q04511	S000004553
YGR019W	P17649	S000003251
YBR006W	P38067	S000000210
YDL170W	P26370	S000002329
YDL210W	P32837	S000002369
YDR470C	Q03327	S000002878
YKL035W	P32861	S000001518
YDL169C	P32772	S000002328
YAR027W	P39547	S000000075
YPL186C	Q08926	S000006107
YKR044W	P36137	S000001752
YPL003W	Q12059	S000005924
YFR026C	P43604	S000001922
YPL020C	Q02724	S000005941
YIL031W	P40537	S000001293
YOR191W	Q08562	S000005717
YPL139C	Q03010	S000006060
YDR207C	P39001	S000002615
YBR173C	P38293	S000000377
YML021C	P12887	S000004483
YDR213W	Q12151	S000002621
YGR072W	P48412	S000003304
YLR193C	Q05776	S000004183
YLR168C	P35200	S000004158
YDR185C	Q04006	S000002593
YKL216W	P28272	S000001699
YMR271C	P30402	S000004884
YJL130C	P07259	S000003666
YEL021W	P03962	S000000747
YLR420W	P20051	S000004412
YML106W	P13298	S000004574
YKL024C	P15700	S000001507
YBL039C	P28274	S000000135
YJR103W	P38627	S000003864
YKL014C	P34241	S000001497
YJR041C	P47108	S000003802
YDR520C	Q04411	S000002928
YNL229C	P23202	S000005173
YDR400W	Q04179	S000002808
YNR012W	P27515	S000005295
YIL008W	P40554	S000001270
YPR152C	Q06525	S000006356
YML029W	Q03714	S000004491
YLR132C	Q12208	S000004122
YGL098W	P53146	S000003066
YDL058W	P25386	S000002216
YPL230W	Q12132	S000006151
YKR042W	P36135	S000001750
YJL109C	P42945	S000003645
YKL099C	P34247	S000001582
YLR222C	Q05946	S000004212
YML093W	Q04500	S000004558
YMR093W	Q04305	S000004699
YJL069C	P40362	S000003605
YBL004W	P35194	S000000100
YLR409C	Q06078	S000004401
YGR090W	P53254	S000003322
YOR004W	Q12339	S000005530
YIL091C	P40498	S000001353
YKR060W	P36144	S000001768
YDR324C	Q06679	S000002732
YDR398W	Q04177	S000002806
YDR449C	Q02354	S000002857
YER082C	P40055	S000000884
YGR128C	P53276	S000003360
YHR196W	P38882	S000001239
YJR049C	P21373	S000003810
YEL040W	P32623	S000000766
YEL038W	P32626	S000000764
YEL035C	P32630	S000000761
YEL005C	P40003	S000000731
YLR386W	Q06708	S000004378
YCL063W	P25591	S000000568
YNL054W	P53950	S000004999
YEL013W	P39968	S000000739
YOR068C	Q08474	S000005594
YOR106W	Q12241	S000005632
YDL077C	Q07468	S000002235
YGL212W	P32912	S000003180
YML115C	P23642	S000004583
Q0140	P02381	S000007275
YGR094W	P07806	S000003326
YMR088C	Q04301	S000004694
YBR293W	P38358	S000000497
YCL069W	P25594	S000000574
YDR119W	Q04602	S000002526
YKR105C	P36172	S000001813
YDL128W	Q99385	S000002286
YGL258W	P53058	S000003227
YER128W	P40080	S000000930
YBR235W	P38329	S000000439
YIL056W	P40522	S000001318
YER064C	P40041	S000000866
YDR247W	Q03785	S000002655
YIL135C	P40463	S000001397
YOR054C	Q08438	S000005580
YGR065C	P53241	S000003297
YLR373C	Q05934	S000004365
YBR105C	P38263	S000000309
YNL212W	P40157	S000005156
YIL017C	P40547	S000001279
YGL227W	P53076	S000003196
YPL253C	Q12045	S000006174
YLR410W	Q06685	S000004402
YIR014W	P40570	S000001453
YHR039C-A	P48836	S000002100
YPL234C	P32842	S000006155
YPR036W	P41807	S000006240
YHR026W	P23968	S000001068
YDL185W	P17255	S000002344
YGR105W	P41806	S000003337
YHR060W	P38784	S000001102
YBR127C	P16140	S000000331
YEL027W	P25515	S000000753
YOR332W	P22203	S000005859
YKL080W	P31412	S000001563
YLR447C	P32366	S000004439
YGR020C	P39111	S000003252
YEL051W	P32610	S000000777
YCL005W-A	Q3E7B6	S000028508
YHL035C	P38735	S000001027
YDR049W	Q04311	S000002456
YNL321W	P42839	S000005265
YGR106C	P53262	S000003338
YOR270C	P32563	S000005796
YKL119C	P32341	S000001602
YLL040C	Q07878	S000003963
YBR097W	P22219	S000000301
YPL045W	Q03308	S000005966
YOR132W	P32913	S000005658
YKR001C	P21576	S000001709
YMR077C	Q04272	S000004682
YOR089C	P36017	S000005615
YKL041W	P36095	S000001524
YJR102C	P47142	S000003863
YNR006W	P40343	S000005289
YPL065W	Q02767	S000005986
YHR012W	P38759	S000001054
YPL120W	Q02948	S000006041
YLR396C	P20795	S000004388
YLR240W	P22543	S000004230
YJL154C	P34110	S000003690
YLR417W	Q06696	S000004409
YLR360W	Q05919	S000004352
YDR495C	P23643	S000002903
YDR080W	P38959	S000002487
YGL095C	P38932	S000003063
YPR173C	P52917	S000006377
YKR020W	P36116	S000001728
YDR484W	P39904	S000002892
YJL029C	P47061	S000003566
YDR027C	Q12071	S000002434
YJR044C	P47111	S000003805
YOR069W	Q92331	S000005595
YDR486C	Q03390	S000002894
YDR136C	Q03913	S000002543
YGR141W	P53285	S000003373
YLR261C	O13549	S000004251
YDR200C	Q03944	S000002608
YLR322W	O13554	S000004314
YOL129W	Q12016	S000005489
YPR087W	O13584	S000006291
YJR126C	P47161	S000003887
YML041C	Q03433	S000004505
YDR485C	Q03388	S000002893
YGL104C	P53142	S000003072
YDR372C	Q06385	S000002780
YNL246W	P53853	S000005190
YAL002W	P39702	S000000002
YML097C	P54787	S000004563
YGL225W	P40107	S000003193
YLR337C	P37370	S000004329
YLR181C	Q06263	S000004171
YER072W	P40046	S000000874
YFL004W	P43585	S000001890
YPL019C	Q02725	S000005940
YJL012C	P47075	S000003549
YIL173W	P40438	S000001435
YJL222W	P40890	S000003758
YMR197C	Q04338	S000004810
YOR359W	Q08831	S000005886
YML076C	Q03631	S000004541
YEL002C	P33767	S000000728
YOR043W	P12611	S000005569
YNL197C	P34761	S000005141
YDL224C	Q07655	S000002383
YOR083W	Q12416	S000005609
YDR374W-A	Q2V2P8	S000113553
YOL097C	Q12109	S000005457
YNL283C	P53832	S000005227
YOL105C	Q12215	S000005465
YHL028W	P38739	S000001020
YHR134W	P38838	S000001176
YOR230W	Q12363	S000005756
YOR229W	Q12206	S000005755
YFL010C	P43582	S000001884
YIL101C	P40489	S000001363
YLR090W	P39102	S000004080
YGR194C	P42826	S000003426
YJR133W	P47165	S000003894
YGL173C	P22147	S000003141
YDR369C	P33301	S000002777
YLR070C	Q07993	S000004060
YJR067C	P47118	S000003828
YNL107W	P53930	S000005051
YPL252C	Q12184	S000006173
YJL141C	P14680	S000003677
YHR161C	P38856	S000001204
YGR241C	P53309	S000003473
YML007W	P19880	S000004466
YHL009C	P38749	S000001001
YIR018W	P40574	S000001457
YDR259C	Q03935	S000002667
YOL028C	Q08182	S000005388
YPL239W	P46683	S000006160
YAR035W	P80235	S000000080
YER024W	P40017	S000000826
YBR216C	P38315	S000000420
YGL060W	P53169	S000003028
YLL048C	P32386	S000003971
YDR135C	P39109	S000002542
YDR325W	Q06680	S000002733
YGR203W	P42937	S000003435
YHR135C	P23291	S000001177
YNL154C	P23292	S000005098
YER123W	P39962	S000000925
YCR004C	P25349	S000000597
YLR272C	Q06156	S000004262
YLL055W	Q12235	S000003978
YPL087W	Q02896	S000006008
YNL064C	P25491	S000005008
YEL004W	P40004	S000000730
YEL006W	P39953	S000000732
YEL041W	P32622	S000000767
YLR249W	P16521	S000004239
YLL012W	Q07804	S000003935
YLR020C	Q07950	S000004010
YBL060W	P34225	S000000156
YER041W	P40028	S000000843
YKL065C	P35723	S000001548
YMR040W	Q04210	S000004643
YDL072C	Q07451	S000002230
YDL120W	Q07540	S000002278
YFR007W	P43591	S000001903
YDR319C	Q06676	S000002727
YGL101W	P53144	S000003069
YOL128C	Q12222	S000005488
YNL160W	P38616	S000005104
YGR234W	P39676	S000003466
YLR298C	Q05900	S000004289
YJL059W	P47040	S000003595
YHR029C	P38765	S000001071
YHR048W	P38776	S000001090
YMR241W	Q04013	S000004854
YDR451C	Q04116	S000002859
YIL006W	P40556	S000001268
YNL263C	P53845	S000005207
YPL201C	Q08956	S000006122
YCR059C	P25637	S000000655
YMR152W	P28625	S000004760
YMR151W	P28626	S000004759
YGR172C	P53039	S000003404
YNL044W	P53633	S000004989
YGL198W	P53093	S000003166
YGL161C	P53108	S000003129
YKL095W	P28320	S000001578
YKL094W	P28321	S000001577
YLR200W	P52553	S000004190
YIL023C	P40544	S000001285
YKL196C	P36015	S000001679
YMR284W	P32807	S000004897
YMR106C	Q04437	S000004712
YHL014C	P38746	S000001006
YPR125W	Q06493	S000006329
YPR058W	P32331	S000006262
YBR104W	P38087	S000000308
YML038C	Q03697	S000004502
YPR024W	P32795	S000006228
YMR302C	P32843	S000004917
YML025C	P51998	S000004487
YJR110W	P47147	S000003871
YFR049W	P19955	S000001945
YER005W	P40009	S000000807
YOR064C	Q08465	S000005590
YHR090C	P38806	S000001132
YKL067W	P36010	S000001550
YPR028W	Q12402	S000006232
YGR281W	P53049	S000003513
YER074W-A	Q3E834	S000007651
YDR057W	Q99220	S000002464
YML027W	P34161	S000004489
YBR183W	P38298	S000000387
YDL235C	Q07688	S000002394
YFR003C	P43587	S000001899
YKL126W	P12688	S000001609
YMR104C	P18961	S000004710
YBR028C	P38070	S000000232
YOR291W	Q12697	S000005817
YGR198W	P46951	S000003430
YOL092W	Q12010	S000005452
YDR352W	Q06328	S000002760
YDR368W	Q12458	S000002776
YLR120C	P32329	S000004110
YLR121C	Q12303	S000004111
YGL259W	P53057	S000003228
YIR039C	P40583	S000001478
YDR349C	Q06325	S000002757
YBR264C	P38146	S000000468
YNL304W	P48559	S000005248
YFL038C	P01123	S000001856
YER031C	P38555	S000000833
YGL210W	P51996	S000003178
YHR105W	P38815	S000001147
YKR014C	P36018	S000001722
YNL093W	P36019	S000005037
YLR262C	Q99260	S000004252
YML001W	P32939	S000004460
YDR381W	Q12159	S000002789
YKL214C	P36036	S000001697
YDR002W	P41920	S000002409
YIL063C	P40517	S000001325
YGL164C	P53107	S000003132
YDR545W	P0CX20	S000002953
YER190W	P40105	S000000992
YGR296W	P0CX14	S000003528
YLR466W	O13559	S000004458
YLR467W	P0CX21	S000004459
YNL339C	P53819	S000005283
YPL283C	P0CX15	S000006204
YOR396W	P0CX22	S000007526
YOR172W	Q12340	S000005698
YBR054W	P38079	S000000258
YOR162C	Q12172	S000005688
YBR111C	Q01976	S000000315
YHR017W	P32792	S000001059
YHR016C	P32793	S000001058
YNL138W-A	P0C074	S000028509
YLR277C	Q06224	S000004267
YDR326C	Q06681	S000002734
YOR003W	P25036	S000005529
YKR053C	P23501	S000001761
YBR148W	P38280	S000000352
YBR162W-A	P38374	S000002158
YMR089C	P40341	S000004695
YPL074W	P40328	S000005995
YGR270W	P40340	S000003502
YPR107C	Q06102	S000006311
YOR272W	Q12024	S000005798
YNL237W	P53584	S000005181
YJR099W	P35127	S000003860
YJL139C	P26725	S000003675
YOR087W	Q12324	S000005613
YIR026C	Q02256	S000001465
YJL056C	P47043	S000003592
YMR273C	P50111	S000004886
YML109W	P54786	S000004577
YOL109W	Q08245	S000005469
YNL310C	P42844	S000005254
YDR285W	P31111	S000002693
YGL249W	P53061	S000003218
YFL052W	P43551	S000001842
YGR211W	P53303	S000003443
YOL154W	Q12512	S000005514
YMR243C	P20107	S000004856
YNR039C	P53735	S000005322
YER033C	P40021	S000000835
YGL255W	P32804	S000003224
YLR130C	Q12436	S000004120
YKL175W	P34240	S000001658
YBR046C	P38230	S000000250
YGR285C	P32527	S000003517
YNL241C	P11412	S000005185
Q0010	Q9ZZX9	S000007257
Q0017	Q9ZZX8	S000007258
Q0032	Q9ZZX7	S000007259
Q0092	Q35811	S000007269
Q0142	Q9ZZW4	S000007276
Q0143	Q9ZZW3	S000007277
Q0144	Q9ZZW2	S000007278
Q0182	Q9ZZW1	S000007280
Q0255	P03881	S000007282
Q0297	Q9ZZV8	S000007284
YAL004W	P39703	S000002136
YAL016C-A	A0A023PYC6	S000028728
YAL016C-B	P0C1V3	S000028528
YAL019W-A	A0A023PXA5	S000028729
YAL026C-A	A0A023PXH4	S000028730
YAL031W-A	A0A023PZ94	S000028731
YAL034C-B	O13515	S000002137
YAL037C-A	Q3E741	S000028732
YAL037C-B	Q8TGR8	S000028592
YAL037W	P39728	S000000035
YAL042C-A	O13514	S000002138
YAL045C	P39725	S000000043
YAL047W-A	A0A023PZE2	S000028733
YAL056C-A	O13513	S000002139
YAL059C-A	A0A023PYD0	S000028734
YAL063C-A	Q3E791	S000028813
YAL064W	P39711	S000000060
YAL064W-B	O13512	S000002141
YAL065C	O13511	S000001817
YAL066W	P39710	S000000061
YAL067W-A	Q8TGK6	S000028593
YAL068W-A	Q8TGK7	S000028594
YAL069W	O13588	S000002143
YAR019W-A	A0A023PXB0	S000028735
YAR023C	D6VPM8	S000000074
YAR028W	P39548	S000000076
YAR029W	P39549	S000000077
YAR030C	P39550	S000001821
YAR035C-A	Q8TGV0	S000028595
YAR047C	P39557	S000000083
YAR053W	P39559	S000000085
YAR060C	P0CX88	S000000086
YAR061W	P0CX90	S000000087
YAR062W	P0CI66	S000000088
YAR064W	P39563	S000000089
YAR066W	P0CX18	S000002144
YAR068W	P39564	S000000091
YAR069C	P0CX92	S000000092
YAR070C	P39566	S000000093
YAR075W	O42831	S000002145
YBL006W-A	Q8TGQ6	S000028596
YBL008W-A	Q3E821	S000028529
YBL010C	P32788	S000000106
YBL012C	P38209	S000000108
YBL028C	P38202	S000000124
YBL029C-A	Q3E756	S000007591
YBL029W	P38201	S000000125
YBL036C	P38197	S000000132
YBL039C-A	P0C5K9	S000028814
YBL039W-B	P0C268	S000028517
YBL044W	P38194	S000000140
YBL053W	P38190	S000000149
YBL055C	P34220	S000000151
YBL059W	P34224	S000000155
YBL062W	P38189	S000000158
YBL065W	P38188	S000000161
YBL068W-A	P0C5L1	S000028530
YBL070C	P38186	S000000166
YBL071C-B	Q8TGU8	S000028597
YBL071C	P38185	S000000167
YBL073W	P38184	S000000169
YBL077W	P38183	S000000173
YBL081W	P38180	S000000177
YBL083C	P38178	S000000179
YBL086C	P38177	S000000182
YBL094C	P38173	S000000190
YBL096C	P38171	S000000192
YBL100C	P38168	S000000196
YBL100W-C	P0C269	S000028598
YBL107W-A	Q6B113	S000007229
YBL108W	P38161	S000000204
YBL109W	P89495	S000002150
YBL111C	Q3E7Y5	S000002151
YBL112C	Q3E7Y4	S000002152
YBL113C	Q7M4S9	S000002153
YBL113W-A	Q8TGK5	S000028599
YBR012C	P38214	S000000216
YBR013C	P38215	S000000217
YBR016W	P38216	S000000220
YBR027C	P38220	S000000231
YBR032W	P38223	S000000236
YBR051W	P38233	S000000255
YBR053C	P38235	S000000257
YBR056C-B	P0C5L0	S000087087
YBR056W-A	I2HB52	S000028736
YBR056W	P38081	S000000260
YBR062C	P38239	S000000266
YBR063C	P38083	S000000267
YBR064W	P38240	S000000268
YBR071W	P38243	S000000275
YBR072C-A	Q3E794	S000028532
YBR076C-A	P0C5L2	S000028533
YBR085C-A	O43137	S000007522
YBR089W	P38252	S000000293
YBR090C	P38253	S000000294
YBR096W	P38256	S000000300
YBR099C	P38258	S000000303
YBR103C-A	P0C5L3	S000007593
YBR109W-A	P90471	S000028737
YBR113W	P38267	S000000317
YBR116C	P38268	S000000320
YBR121C-A	P0C5L4	S000028815
YBR124W	P38269	S000000328
YBR126W-A	Q8TGU7	S000028600
YBR126W-B	A0A023PXH5	S000028738
YBR131C-A	Q8TGQ5	S000028601
YBR134W	P38275	S000000338
YBR137W	P38276	S000000341
YBR138C	P38277	S000000342
YBR139W	P38109	S000000343
YBR141W-A	Q8TGQ4	S000028602
YBR144C	P34215	S000000348
YBR174C	P38294	S000000378
YBR178W	P38296	S000000382
YBR182C-A	Q8TGU6	S000028603
YBR184W	P38299	S000000388
YBR190W	P38303	S000000394
YBR191W-A	P0C5L5	S000007594
YBR196C-A	Q3E820	S000028534
YBR196C-B	Q3E778	S000028816
YBR197C	P38306	S000000401
YBR200W-A	Q3E755	S000028535
YBR201C-A	Q2V2Q3	S000087085
YBR206W	P38309	S000000410
YBR209W	P38311	S000000413
YBR219C	P38317	S000000423
YBR220C	P38318	S000000424
YBR221W-A	Q3E781	S000028817
YBR223W-A	Q8TGQ3	S000028604
YBR224W	P38320	S000000428
YBR225W	P38321	S000000429
YBR226C	P38322	S000000430
YBR230W-A	Q3E762	S000029722
YBR232C	P38327	S000000436
YBR238C	P38330	S000000442
YBR241C	P38142	S000000445
YBR242W	P38331	S000000446
YBR255C-A	Q3E776	S000007649
YBR259W	P38338	S000000463
YBR277C	P38350	S000000481
YBR284W	P38150	S000000488
YBR285W	P38354	S000000489
YBR287W	P38355	S000000491
YBR292C	P38357	S000000496
YBR296C-A	Q8TGU5	S000028605
YBR298C-A	Q8TGK4	S000028606
YBR300C	P38362	S000000504
YCL001W-A	P87012	S000007221
YCL001W-B	Q96VH2	S000007596
YCL002C	P25565	S000000508
YCL012C	Q8J0M4	S000029705
YCL021W-A	Q96VH3	S000007549
YCL021W	P25561	S000000526
YCL022C	P25562	S000000527
YCL023C	P25563	S000000528
YCL041C	P25571	S000000546
YCL042W	P25572	S000000547
YCL046W	P25575	S000000551
YCL048W-A	Q2V2Q2	S000087203
YCL049C	P25577	S000000554
YCL065W	P37264	S000000570
YCL068C	P25593	S000000573
YCL076W	P25602	S000000581
YCR001W	P25347	S000000594
YCR006C	P25350	S000000599
YCR007C	P25354	S000000600
YCR013C	P25614	S000000606
YCR016W	P25617	S000000609
YCR018C-A	Q96VH1	S000007230
YCR022C	P25620	S000000616
YCR023C	P25351	S000000617
YCR024C-B	Q3E7Z8	S000028818
YCR025C	P25352	S000000620
YCR038W-A	Q96VG8	S000007597
YCR041W	P37265	S000000637
YCR043C	P25361	S000000639
YCR045W-A	Q8TGQ2	S000028607
YCR047W-A	Q8TGQ1	S000028608
YCR049C	P25629	S000000645
YCR050C	P25630	S000000646
YCR051W	P25631	S000000647
YCR061W	P25639	S000000657
YCR064C	P25640	S000000660
YCR075W-A	Q3E830	S000028519
YCR081C-A	Q8TGQ0	S000028609
YCR085W	P25650	S000000681
YCR087C-A	P37263	S000007223
YCR087W	P25652	S000000683
YCR090C	P25654	S000000686
YCR095W-A	Q3E787	S000029724
YCR097W-A	Q96VG6	S000007632
YCR099C	P25657	S000000696
YCR100C	P25606	S000000697
YCR101C	P25607	S000000698
YCR102C	P25608	S000000699
YCR102W-A	Q96VG5	S000007231
YCR108C	Q3E819	S000028536
YDL007C-A	Q2V2Q0	S000113557
YDL009C	Q12210	S000002167
YDL011C	Q12023	S000002169
YDL012C	Q12489	S000002170
YDL016C	Q12115	S000002174
YDL022C-A	P0C5L6	S000028537
